species,corolla_tube_length,total_large_anther_length,PC1_corolla,PC2_corolla,PC1_anther,PC2_anther
Pieris_cubensis,2.351375257,1.029619417,-0.059708199,0.061242061,0.109464522,-0.01475677
Pieris_floribunda,1.704748092,,0.069456822,0.110292659,0.093852715,-0.022195092
Pieris_formosa,1.871802177,1.029619417,0.106273898,0.097638898,-0.044580142,-0.008195154
Pieris_japonica,1.871802177,0.412109651,0.03354521,0.07548084,0.057551705,-0.02027967
Pieris_nana,1.386294361,,0.209110412,0.083490127,0.007700557,-0.021635369
Pieris_ovalifolia,,,,,0.02602443,-0.036825209
Pieris_phillyreifolia,1.945910149,,0.137692897,0.084704287,0.043629445,-0.05620923
Pieris_swinhoei,2.197224577,0.657520003,,,0.027697458,0.001044191
Pieris_villosa,,,,,0.024712965,0.039907683
Pityopus_californicus,-6.907755279,,,,0.408787185,0.031985379
Planocarpa_nitida,1.115141591,0.300104592,,,,
Planocarpa_petiolaris,1.115141591,0.182321557,-0.025795919,0.04413148,0.109616712,0.031658258
Planocarpa_sulcata,1.238374231,0.139761942,0.016870132,0.025001156,,
Pleuricospora_fimbriolata,-6.907755279,,,,-0.170449654,0.027530029
Plutarchia_ecuadorensis,2.564949357,2.197224577,0.045721195,0.072940982,-0.303938495,0.01241501
Prionotes_cerinthoides,3.213260086,0.364643114,-0.04785531,0.056528524,,
Psammisia_aberrans,3.371081758,2.124653885,-0.18314342,0.036306465,-0.221411915,-0.059428904
Psammisia_amazonica,1.975468951,1.269760545,0.169547396,0.069356341,-0.040463704,-0.143544251
Psammisia_aurantiaca,,,0.063116886,0.107321496,,
Psammisia_aurantica,2.608598122,1.865629318,,,-0.196944871,-0.042284733
Psammisia_citrina,2.351375257,1.504077397,0.243767487,0.108080141,-0.019714224,-0.087526333
Psammisia_coccinea,,,-0.203021985,0.012670433,-0.136422869,-0.075537041
Psammisia_dolichopoda,2.079441542,1.446918983,,,,
Psammisia_ecuadorensis,2.833213344,2.197224577,,,,
Psammisia_ferruginea,3.526360525,2.302585093,,,,
Psammisia_flaviflora,1.803358605,1.156881197,0.204197457,0.088016365,0.050232083,-0.050302819
Psammisia_grandiflora,3.091042453,2.772588722,,,,
Psammisia_incana,,,,,0.018873351,-0.134668895
Psammisia_mediobullata,2.63905733,1.609437912,0.039232214,0.088094683,-0.189341153,-0.060944093
Psammisia_montana,2.947067102,2.042518188,-0.065149818,0.064689262,-0.180460128,-0.144565751
Psammisia_oppositiflora,2.63905733,2.014903021,-0.080846198,0.047668867,,
Psammisia_pauciflora,3.351656936,1.722766598,,,,
Psammisia_pedunculata,1.609437912,1.029619417,,,,
Psammisia_pinnata,2.970414466,1.994700313,-0.028286207,0.075442613,-0.186073002,-0.013036491
Psammisia_pseudoverticillata,2.944438979,2.128231706,-0.06130358,0.033507321,-0.154027372,-0.046643773
Psammisia_pterocalyx,3.411147713,2.464703942,-0.212223852,0.007195338,-0.27756773,0.008208543
Psammisia_ramiflora,3.449987546,2.251291799,-0.183055543,-0.005350569,-0.114872935,-0.10853743
Psammisia_sclerantha,2.140066163,1.658228077,,,,
Psammisia_sodiroi,2.564949357,1.609437912,,,,
Psammisia_sophiae,2.302585093,1.648658626,0.338729684,0.166606944,-0.042432077,-0.044905276
Psammisia_ulbrichiana,2.302585093,2.197224577,,,,
Pterospora_andromedea,1.791759469,0.223143551,0.172774222,0.098676908,0.45126389,0.005947914
Pyrola_americana,-6.907755279,1.193922468,,,0.062150709,0.003085335
Pyrola_angustifolia,,,,,0.062385749,-0.014358118
Pyrola_asarifolia,-6.907755279,1.098612289,,,0.04704688,-0.018155502
Pyrola_calliantha,-6.907755279,,,,,
Pyrola_carpatica,-6.907755279,,,,,
Pyrola_chlorantha,-6.907755279,1.294727168,,,-0.086710529,0.019298774
Pyrola_dahurica,-6.907755279,,,,0.076894916,-0.011010785
Pyrola_decorata,-6.907755279,,,,,
Pyrola_dentata,,,,,0.010912681,0.042055334
Pyrola_elegantula,-6.907755279,,,,,
Pyrola_elliptica,-6.907755279,1.193922468,,,0.003962739,0.037408632
Pyrola_forrestiana,-6.907755279,,,,,
Pyrola_grandiflora,-6.907755279,0.916290732,,,0.07500241,-0.002098228
Pyrola_incarnata,-6.907755279,,,,,
Pyrola_japonica,,,,,0.100634116,0.033828168
Pyrola_macrocalyx,-6.907755279,,,,0.021728637,0.10839065
Pyrola_media,-6.907755279,,,,,
Pyrola_minor,-6.907755279,0.09531018,,,0.185810869,0.042718127
Pyrola_morrisonensis,-6.907755279,,,,,
Pyrola_norvegica,-6.907755279,,,,,
Pyrola_picta,,,,,0.004625677,0.062389139
Pyrola_renifolia,-6.907755279,,,,,
Pyrola_rotundifolia,-6.907755279,,,,,
Pyrola_rugosa,-6.907755279,,,,,
Pyrola_tschanbaischanica,-6.907755279,,,,0.027734138,0.140353382
Rhododendron_aberconwayi,2.302585093,0.500775288,0.057271617,-0.308243645,0.098530939,-0.02629732
Rhododendron_acuminatum,2.862200881,0.97455964,,,,
Rhododendron_adamsii,2.014903021,,,,,
Rhododendron_adenanthum,1.871802177,,-0.0996751,0.02120486,-0.018047774,0.010635159
Rhododendron_adenogynum,,1.773255998,0.01512081,-0.134026828,0.058226516,0.007587459
Rhododendron_adenopodum,3.314186005,,,,,
Rhododendron_adenosum,3.198673118,,,,,
Rhododendron_adinophyllum,2.442347035,0.405465108,-0.147104837,0.014768759,,
Rhododendron_aequabile,2.397895273,0.741937345,,,,
Rhododendron_aganniphum,,0.693147181,,,,
Rhododendron_agastum,3.401197382,,,,,
Rhododendron_alabamense,3.091042453,0.553885113,-0.169813539,-0.049594644,0.327311589,-0.019707895
Rhododendron_albiflorum,1.791759469,,0.079089982,-0.190618715,,
Rhododendron_albrechtii,1.945910149,,0.071564582,-0.206881677,0.252875334,-0.019646709
Rhododendron_album,2.772588722,0.587786665,,,,
Rhododendron_alternans,3.113515309,0.993251773,,,,
Rhododendron_alutaceum,2.995732274,,,,,
Rhododendron_amagianum,1.981001469,0.810930216,0.03977889,-0.104818038,-0.075349019,-0.002604524
Rhododendron_anhweiense,3.020424886,,,,,
Rhododendron_annae,2.302585093,,,,,
Rhododendron_anthopogon,2.197224577,,,,,
Rhododendron_anthosphaerum,2.862200881,,,,,
Rhododendron_aperantum,3.198673118,,,,,
Rhododendron_apoanum,2.564949357,0.530628251,-0.202925834,-0.001784388,0.229833376,0.025456021
Rhododendron_araiophyllum,2.917770732,,,,,
Rhododendron_arborescens,2.140066163,0.779324877,-0.146642547,-0.075244394,0.228587306,0.003901267
Rhododendron_arboreum,3.258096538,,,,0.040617677,-0.044307917
Rhododendron_argipeplum,3.044522438,,0.021249054,-0.006710925,,
Rhododendron_argyrophyllum,3.044522438,,-0.025236713,-0.152196223,,
Rhododendron_arizelum,3.277144733,,,,,
Rhododendron_atlanticum,1.871802177,0.815364813,-0.232892006,-0.003596758,,
Rhododendron_atropunicum,2.014903021,,,,0.130207143,-0.027567797
Rhododendron_atropurpureum,,,-0.163351978,0.00651923,,
Rhododendron_augustinii,,,-0.025959504,-0.227346932,0.077490077,0.006921439
Rhododendron_aureum,,0.693147181,0.086292623,-0.253667357,,
Rhododendron_auriculatum,3.417726684,,,,,
Rhododendron_austrinum,1.871802177,0.862889955,-0.222153955,0.011096196,,
Rhododendron_bagobonum,2.197224577,0,,,,
Rhododendron_baileyi,1.945910149,,,,,
Rhododendron_bainbridgeanum,2.708050201,1.386294361,,,,
Rhododendron_barbatum,3.091042453,0.587786665,0.062043297,-0.054517085,,
Rhododendron_barkamense,,,0.064127278,-0.150123642,0.123397462,-0.011745036
Rhododendron_basilicum,3.384390263,,,,,
Rhododendron_beanianum,3.258096538,,,,,
Rhododendron_beesianum,3.449987546,,,,,
Rhododendron_boninense,3.80666249,,,,,
Rhododendron_brachyanthum,2.140066163,,0.068638563,-0.226647401,,
Rhododendron_brachypodarium,3.749504076,1.252762968,-0.311181532,-0.03779392,,
Rhododendron_bulu,1.011600912,,,,,
Rhododendron_bureavii,3.218875825,0.916290732,,,,
Rhododendron_burttii,,,-0.138241594,0.036241861,,
Rhododendron_buxifolium,,,0.044044728,-0.079375174,0.025515438,0.015916886
Rhododendron_calendulaceum,2.995732274,1.134622726,-0.250989537,-0.010856003,0.138095959,0.005585267
Rhododendron_callimorphum,3.135494216,0.693147181,0.061960358,-0.213359762,0.050160925,-0.017146484
Rhododendron_calophytum,3.349904087,,0.091228267,-0.172755616,0.265770485,0.02079783
Rhododendron_calostrotum,,,0.037027403,-0.401413344,0.086040063,-0.000836553
Rhododendron_campanulatum,3.020424886,,,,,
Rhododendron_campylocarpum,2.995732274,1.098612289,,,,
Rhododendron_campylogynum,2.251291799,,0.03158904,-0.066020008,,
Rhododendron_camtschaticum,1.945910149,,,,,
Rhododendron_canadense,-2.302585093,,-0.146670133,0.02292344,,
Rhododendron_canescens,1.704748092,1.545432582,-0.214175827,-0.021676134,,
Rhododendron_carringtoniae,4.094344562,1.791759469,,,,
Rhododendron_catacosmum,3.33220451,,,,,
Rhododendron_catawbiense,2.995732274,,0.10062944,-0.132907216,0.06011968,-0.039509278
Rhododendron_cavaleriei,2.602689685,,,,,
Rhododendron_cephalanthum,2.277267285,0.385262401,-0.107923503,0.014330605,,
Rhododendron_cerasinum,3.020424886,,,,,
Rhododendron_chamaethomsonii,2.079441542,,,,,
Rhododendron_championiae,2.602689685,,-0.10193933,-0.045017962,0.179460563,-0.006300819
Rhododendron_charitopes,2.351375257,,0.078454361,-0.206047289,,
Rhododendron_chihsinianum,3.218875825,,-0.064982986,-0.172188431,,
Rhododendron_chilanshanense,2.014903021,0.693147181,,,,
Rhododendron_chionanthum,,,0.079799823,-0.116276081,0.073324367,0.074163928
Rhododendron_christii,3.113515309,0.810930216,,,,
Rhododendron_ciliatum,,,0.043716726,-0.074696932,0.130469996,-0.091119524
Rhododendron_cinchoniflorum,3.314186005,0.810930216,-0.272344131,-0.026529673,,
Rhododendron_cinnabarinum,3.020424886,,-0.052212374,-0.029436921,,
Rhododendron_circinnatum,3.314186005,,0.067774748,-0.164341474,,
Rhododendron_citriniflorum,3.091042453,,,,,
Rhododendron_citrinum,2.079441542,0.955511445,0.056146787,-0.032649409,0.007912655,-0.010549959
Rhododendron_clementinae,,,,,0.008813384,-0.038555277
Rhododendron_coelicum,3.36729583,,,,,
Rhododendron_commonae,2.995732274,0.765467842,-0.180354324,-0.012357143,,
Rhododendron_complexum,1.609437912,,,,,
Rhododendron_comptum,2.602689685,0.262364264,-0.030070248,0.022222575,0.295900772,0.010505926
Rhododendron_copelandii,3.688879454,,-0.32390908,-0.054117547,,
Rhododendron_coryanum,2.740840024,,,,,
Rhododendron_crassifolium,2.602689685,0.875468737,,,,
Rhododendron_crinigerum,3.068052935,,,,,
Rhododendron_cruttwellii,4.007333185,0.765467842,-0.297776627,-0.02602124,,
Rhododendron_cubittii,,,-0.025608673,-0.067200343,,
Rhododendron_culminicola,3.555348061,1.011600912,,,,
Rhododendron_cumberlandense,2.944438979,,,,,
Rhododendron_cuneatum,,,0.02605723,-0.195439637,0.241684224,0.031945546
Rhododendron_cyanocarpum,,,-0.003665182,-0.072130585,,
Rhododendron_dalhousieae,4.212127598,2.48490665,-0.024877689,-0.092211352,-0.078054327,-0.00875605
Rhododendron_danbaense,3.314186005,,,,,
Rhododendron_dasycladoides,2.970414466,,,,,
Rhododendron_dauricum,1.704748092,,,,,
Rhododendron_dawuense,2.302585093,,,,,
Rhododendron_dayaoshanense,2.862200881,0.693147181,-0.108049635,-0.078045004,0.078621024,0.026166352
Rhododendron_decandrum,1.871802177,,,,,
Rhododendron_decorum,3.481240089,,0.009490949,-0.18930368,,
Rhododendron_delavayi,3.314186005,,,,,
Rhododendron_densifolium,0.916290732,,,,,
Rhododendron_denudatum,3.218875825,,,,,
Rhododendron_dignabile,3.218875825,,,,,
Rhododendron_dilatatum,1.609437912,0.405465108,0.036151507,-0.226408541,,
Rhododendron_disterigmoides,2.833213344,0.587786665,-0.1304502,0.001242634,,
Rhododendron_eastmanii,2.944438979,,-0.25326315,-0.040223449,0.049908419,0.019725738
Rhododendron_eclecteum,3.314186005,,,,,
Rhododendron_edgeworthii,3.401197382,,0.092708583,-0.172114603,-0.04015228,-0.005149717
Rhododendron_ericoides,2.197224577,-0.356674944,,,,
Rhododendron_eriocarpum,2.708050201,,,,,
Rhododendron_excellens,4.350277936,2.079441542,-0.071733637,-0.073212995,-0.135565219,0.010261107
Rhododendron_facetum,3.401197382,,,,,
Rhododendron_falconeri,3.384390263,,0.073863262,-0.124917364,0.013051317,0.004224481
Rhododendron_fallacinum,2.140066163,1.098612289,0.002853006,-0.283387701,-0.158207353,-0.052423562
Rhododendron_farinosum,3.068052935,,,,,
Rhododendron_farrerae,2.302585093,0.405465108,0.030686281,-0.309482054,,
Rhododendron_fastigiatum,1.558144618,,,,,
Rhododendron_faucium,3.218875825,,,,,
Rhododendron_ferrugineum,2.708050201,,-0.009469197,0.013079431,,
Rhododendron_fictolacteum,3.218875825,,,,0.04645921,-0.046932228
Rhododendron_flammeum,3.238678452,,,,,
Rhododendron_fletcherianum,3.63758616,,-0.03517769,-0.154197988,-0.031624215,-0.01172672
Rhododendron_formosanum,2.995732274,,,,,
Rhododendron_formosum,,,0.058351456,-0.156301889,,
Rhododendron_forrestii,3.17805383,,,,,
Rhododendron_fortunei,3.433987204,,,,,
Rhododendron_fragariiflorum,1.504077397,,,,,
Rhododendron_fuchsiifolium,1.871802177,,-0.060347793,-0.061144207,,
Rhododendron_fulgens,3.17805383,,0.054641374,-0.105874598,,
Rhododendron_fulvum,3.113515309,,,,,
Rhododendron_galactinum,3.277144733,,,,,
Rhododendron_genestierianum,2.674148649,,0.077849967,-0.170270211,,
Rhododendron_glanduliferum,3.688879454,,,,,
Rhododendron_glischrum,3.218875825,1.252762968,,,,
Rhododendron_gongshanense,3.113515309,,,,,
Rhododendron_goodenoughii,3.80666249,1.704748092,,,,
Rhododendron_gracilentum,2.602689685,0.405465108,-0.057659166,0.006555018,,
Rhododendron_grande,3.761200116,,0.043109934,-0.05712222,-0.076888454,0.008887866
Rhododendron_griersonianum,3.688879454,,-0.025818805,-0.178817712,,
Rhododendron_groenlandicum,-6.907755279,,,,,
Rhododendron_habrotrichum,3.384390263,,,,,
Rhododendron_hainanense,2.890371758,,,,,
Rhododendron_hanceanum,2.564949357,,,,,
Rhododendron_hancockii,3.314186005,,,,,
Rhododendron_haofui,3.314186005,,,,,
Rhododendron_hejiangense,1.704748092,,-0.035847523,-0.047845071,0.062119416,0.045219013
Rhododendron_heliolepis,,,0.002287101,-0.056379092,,
Rhododendron_hemitrichotum,2.564949357,,,,,
Rhododendron_hemsleyanum,3.511545439,,,,,
Rhododendron_henryi,2.564949357,,-0.007080685,-0.15728279,0.062896939,0.042302751
Rhododendron_herzogii,3.860729711,1.252762968,-0.317816532,-0.026744581,,
Rhododendron_hidakanum,2.307572635,,,,,
Rhododendron_hippophaeoides,1.386294361,,,,,
Rhododendron_hirsutum,,,-0.066416124,0.048064594,-0.029916959,-0.014238457
Rhododendron_hirtipes,3.218875825,,0.078784219,-0.191192708,0.128390895,-0.008075699
Rhododendron_hodgsonii,3.258096538,,0.068528512,-0.129306121,0.052187143,-0.042372804
Rhododendron_hongkongense,1.791759469,,,,,
Rhododendron_hooglandii,3.068052935,0.405465108,-0.145668229,0.003541393,,
Rhododendron_hunanense,1.791759469,,0.024393198,-0.057815304,,
Rhododendron_hunnewellianum,3.295836866,,0.112014138,-0.184453736,,
Rhododendron_hylaeum,3.314186005,,,,,
Rhododendron_hypenanthum,2.708050201,,,,,
Rhododendron_hyperythrum,,,,,0.117391892,0.000923667
Rhododendron_hypoblematosum,1.704748092,,,,,
Rhododendron_impeditum,1.504077397,,,,,
Rhododendron_inconspicuum,2.197224577,0,,,,
Rhododendron_indicum,2.564949357,,0.071944577,-0.041065047,-0.001666873,-0.103241736
Rhododendron_intranervatum,3.481240089,2.014903021,,,,
Rhododendron_intricatum,1.609437912,,-0.004177964,0.007870471,0.182345517,-0.036137396
Rhododendron_irroratum,3.157000421,,,,,
Rhododendron_jasminiflorum,3.597312261,0.587786665,,,,
Rhododendron_javanicum,3.044522438,1.178654996,-0.179917352,0.007995871,,
Rhododendron_jinpingense,1.609437912,,,,,
Rhododendron_kaempferi,2.525728644,,0.027760931,-0.174734644,,
Rhododendron_kanehirai,2.944438979,,,,,
Rhododendron_keysii,,,-0.063235719,0.01556591,,
Rhododendron_kiangsiense,,1.386294361,,,,
Rhododendron_kiusianum,2.197224577,,,,,
Rhododendron_kiyosumense,2.302585093,,,,,
Rhododendron_kochii,3.218875825,1.252762968,-0.214159074,-0.002744255,0.170240391,-0.006877281
Rhododendron_kongboense,1.945910149,,,,,
Rhododendron_konori,2.140066163,0.405465108,-0.212497971,0.004947452,-0.077350483,-0.021411348
Rhododendron_lacteum,3.36729583,,,,,
Rhododendron_laetum,3.481240089,0.405465108,,,,
Rhododendron_lagunculicarpum,2.397895273,0,,,,
Rhododendron_lanatum,3.218875825,,0.0897338,-0.12681224,0.129118325,-0.02927242
Rhododendron_lanigerum,3.258096538,,,,,
Rhododendron_lapponicum,1.386294361,,,,,
Rhododendron_lasiostylum,1.945910149,,,,,
Rhododendron_latoucheae,2.302585093,,,,,
Rhododendron_laudandum,2.079441542,,-0.088359474,0.01127127,0.1899108,-0.039263016
Rhododendron_ledebourii,2.589454335,,,,,
Rhododendron_lepidotum,,,0.11642158,-0.149452113,0.03437477,-0.022047146
Rhododendron_leptanthum,2.862200881,0.470003629,,,,
Rhododendron_leptopeplum,3.218875825,,,,,
Rhododendron_leucogigas,4.442651256,2.48490665,,,,
Rhododendron_levinei,,,-0.045432346,-0.075524379,,
Rhododendron_leytense,2.995732274,0.810930216,,,0.018070068,-0.031078494
Rhododendron_liliiflorum,4.248495242,1.871802177,-0.040779077,-0.149787977,-0.039059487,0.031608672
Rhododendron_lindleyi,4.007333185,,0.015240087,-0.169676789,,
Rhododendron_lochiae,3.277144733,1.098612289,-0.109862851,-0.028614217,,
Rhododendron_loheri,,,,,-0.033121637,-0.06901883
Rhododendron_longifalcatum,1.945910149,,,,,
Rhododendron_longiperulatum,2.995732274,,,,,
Rhododendron_longistylum,2.48490665,,,,,
Rhododendron_loranthiflorum,3.610917913,0.693147181,-0.302451433,-0.030751276,,
Rhododendron_lowii,3.401197382,1.609437912,,,,
Rhododendron_lukiangense,3.258096538,,,,,
Rhododendron_luraluense,2.862200881,0.916290732,,,,
Rhododendron_luteum,2.525728644,,,,,
Rhododendron_macabeanum,3.891820298,,0.049097271,0.000795942,,
Rhododendron_mackenzianum,3.218875825,,,,,
Rhododendron_macrophyllum,2.803360381,,0.048615548,-0.218015888,,
Rhododendron_macrosepalum,2.862200881,,,,,
Rhododendron_maculiferum,3.020424886,,,,,
Rhododendron_maddenii,3.688879454,1.609437912,-0.131523483,-0.031951084,,
Rhododendron_magnificum,3.871201011,,0.027749831,-0.087648128,0.065145407,0.015369219
Rhododendron_maius,4.430816799,,,,,
Rhododendron_malayanum,3.068052935,0.336472237,-0.086067456,0.037970111,,
Rhododendron_mallotum,3.218875825,1.098612289,,,,
Rhododendron_mariae,2.564949357,,-0.192125842,-0.061707147,,
Rhododendron_mariesii,3.314186005,,,,,
Rhododendron_maximum,2.442347035,,0.114983146,-0.211001493,,
Rhododendron_mayebarae,1.609437912,,,,,
Rhododendron_megacalyx,4.007333185,1.504077397,-0.040794155,-0.098494461,,
Rhododendron_mekongense,2.197224577,,0.05082488,-0.168857808,,
Rhododendron_mengtszense,3.068052935,,,,,
Rhododendron_meridionale,2.302585093,,,,,
Rhododendron_micranthum,1.178654996,,0.118677189,-0.09613116,,
Rhododendron_microphyton,2.197224577,,-0.135701152,-0.078264066,0.145021994,0.021429104
Rhododendron_mindanaense,3.218875825,1.32175584,-0.225107004,0.00512847,-0.08476582,0.004276168
Rhododendron_mitriforme,2.014903021,,,,,
Rhododendron_molle,3.258096538,1.16315081,0.023856205,-0.337492345,0.093625467,-0.015717449
Rhododendron_mollicomum,2.442347035,0.693147181,,,,
Rhododendron_monanthum,2.708050201,1.386294361,,,,
Rhododendron_montroseanum,3.417726684,,,,,
Rhododendron_morii,3.314186005,,,,,
Rhododendron_moulmainense,2.944438979,,-0.105977455,-0.058393832,0.226595628,0.006156529
Rhododendron_mucronulatum,,,0.066834767,-0.213540139,,
Rhododendron_multinervium,3.314186005,0.916290732,-0.268465445,-0.022583318,,
Rhododendron_myrsinifolium,1.704748092,,-0.011396297,-0.055227849,,
Rhododendron_nakaharae,3.113515309,,,,,
Rhododendron_nakotiltum,3.020424886,,,,,
Rhododendron_nanophyton,2.63905733,0.336472237,,,,
Rhododendron_neriiflorum,3.113515309,0.693147181,0.029192941,-0.044796853,0.061502328,-0.020581501
Rhododendron_nipponicum,0.262364264,,-0.022543001,-0.019214794,,
Rhododendron_nivale,1.252762968,,,,,
Rhododendron_nortoniae,3.555348061,,-0.218992747,0.002458476,0.057724435,0.033146855
Rhododendron_notiale,3.218875825,0.693147181,-0.187730329,-0.013640067,,
Rhododendron_nudiflorum,,,-0.246242852,-0.008082823,,
Rhododendron_nudipes,1.609437912,,,,,
Rhododendron_obtusum,2.302585093,,,,,
Rhododendron_occidentale,3.091042453,,-0.057542131,-0.141024166,,
Rhododendron_oldhamii,3.044522438,,,,,
Rhododendron_orbiculare,3.157000421,,0.13323539,-0.1327048,,
Rhododendron_orbiculatum,3.624340933,1.098612289,,,,
Rhododendron_oreodoxa,3.401197382,,0.024641709,-0.107408919,,
Rhododendron_pachypodum,2.995732274,1.504077397,,,,
Rhododendron_pachytrichum,3.157000421,,0.074705309,-0.06172123,,
Rhododendron_papillatum,3.218875825,,,,,
Rhododendron_parmulatum,3.465735903,,,,,
Rhododendron_pendulum,2.140066163,,,,,
Rhododendron_pentaphyllum,1.945910149,,,,,
Rhododendron_periclymenoides,2.970414466,,,,0.082884013,-0.055339756
Rhododendron_phaeochitum,3.218875825,1.011600912,,,,
Rhododendron_phaeochrysum,3.349904087,,,,,
Rhododendron_polyanthemum,2.890371758,1.098612289,,,,
Rhododendron_populare,,,0.06307949,-0.15535714,0.06752584,0.000688459
Rhododendron_praetervisum,,,-0.219086599,0.006623014,-0.026422393,-0.074829337
Rhododendron_praevernum,3.401197382,,,,,
Rhododendron_primuliflorum,2.079441542,,,,,
Rhododendron_prinophyllum,2.944438979,,,,,
Rhododendron_proteoides,2.48490665,0,,,,
Rhododendron_protistum,3.921973336,,,,,
Rhododendron_pruniflorum,1.871802177,,,,,
Rhododendron_prunifolium,3.36729583,,,,,
Rhododendron_pseudochrysanthum,2.862200881,,0.082077048,-0.120422037,,
Rhododendron_pseudociliipes,3.401197382,,,,,
Rhododendron_pubigermen,2.197224577,0.693147181,,,,
Rhododendron_pudorinum,3.157000421,0.916290732,,,,
Rhododendron_pudorosum,3.258096538,,,,,
Rhododendron_pugeense,2.917770732,,,,,
Rhododendron_pumilum,,,0.018647022,-0.209173087,,
Rhododendron_qiaojiaense,3.258096538,,0.073459591,-0.312372195,,
Rhododendron_quadrasianum,2.302585093,0,-0.090232471,0.029851547,,
Rhododendron_quinquefolium,-0.051293294,0.693147181,0.071846075,-0.246546846,,
Rhododendron_racemosum,,,-0.059298748,-0.119353771,,
Rhododendron_radians,4.007333185,0.587786665,,,,
Rhododendron_ramsdenianum,3.113515309,,,,,
Rhododendron_rarilepidotum,2.442347035,1.047318994,,,,
Rhododendron_rarum,3.113515309,0.693147181,,,,
Rhododendron_redowskianum,2.014903021,,,,,
Rhododendron_renschianum,2.995732274,0.693147181,-0.12892821,-0.064584698,,
Rhododendron_reticulatum,2.525728644,,-0.036319848,-0.167774292,,
Rhododendron_retusum,3.218875825,,-0.129764445,0.030914162,0.026469803,-0.016276478
Rhododendron_rex,3.481240089,,,,,
Rhododendron_rhodopus,3.80666249,1.504077397,,,,
Rhododendron_rhuyuenense,1.609437912,,,,,
Rhododendron_rivulare,2.564949357,,,,,
Rhododendron_roseatum,3.401197382,1.609437912,,,,
Rhododendron_roseum,,,-0.167742089,0.004521372,,
Rhododendron_rothschildii,3.277144733,,,,,
Rhododendron_rubiginosum,,,-0.035651061,-0.12565217,0.120919141,0.012559242
Rhododendron_rubropilosum,2.302585093,,,,,
Rhododendron_rupicola,1.504077397,,,,,
Rhododendron_russatum,1.871802177,,,,,
Rhododendron_ruttenii,3.481240089,0.693147181,,,,
Rhododendron_saruwagedicum,2.602689685,0,-0.025731276,0.04947848,,
Rhododendron_saxifragoides,3.044522438,0.916290732,-0.100168679,0.03342269,,
Rhododendron_scabridibracteum,3.624340933,1.609437912,-0.200777006,-0.005747,0.068553873,-0.013063169
Rhododendron_scabrum,2.862200881,,,,,
Rhododendron_schlippenbachii,2.302585093,,,,,
Rhododendron_seinghkuense,2.995732274,,0.083863613,-0.169683815,,
Rhododendron_selense,2.995732274,,,,,
Rhododendron_semnoides,3.583518938,,,,,
Rhododendron_serpyllifolium,2.833213344,,,,,
Rhododendron_serrulatum,,,-0.25081247,-0.026936498,,
Rhododendron_sikangense,2.862200881,,,,,
Rhododendron_simiarum,2.970414466,,,,,
Rhododendron_simsii,2.302585093,,,,,
Rhododendron_simulans,2.890371758,0.810930216,,,,
Rhododendron_sinofalconeri,3.663561646,,,,,
Rhododendron_sinogrande,3.713572067,,0.108872914,-0.029146532,,
Rhododendron_sinonuttallii,,,0.014460093,-0.096950221,,
Rhododendron_solitarium,3.688879454,1.178654996,,,,
Rhododendron_spectabile,2.995732274,,-0.109357437,0.02553395,0.023365132,-0.033121404
Rhododendron_sperabile,3.020424886,,,,,
Rhododendron_sperabiloides,3.33220451,,,,,
Rhododendron_spinuliferum,,,0.116419707,-0.003070663,0.200042102,-0.025153422
Rhododendron_spondylophyllum,2.995732274,0.693147181,,,,
Rhododendron_stamineum,2.525728644,,,,,
Rhododendron_stenophyllum,2.602689685,1.252762968,0.008825348,-0.014757025,,
Rhododendron_stewartianum,3.113515309,,,,,
Rhododendron_strigillosum,3.401197382,,-0.026989943,-0.033504348,,
Rhododendron_strigosum,2.302585093,0.270027137,,,-0.057440382,-0.04194219
Rhododendron_subestipitatum,3.218875825,,,,,
Rhododendron_subroseum,3.135494216,0.916290732,0.043271253,-0.176808649,,
Rhododendron_subsessile,2.079441542,,-0.015939923,-0.219240097,,
Rhododendron_succothii,2.890371758,,,,,
Rhododendron_superbum,4.248495242,2.140066163,,,,
Rhododendron_taiwanalpinum,1.609437912,,,,,
Rhododendron_taiwanianum,1.609437912,,,,,
Rhododendron_tamaense,,,0.057645409,-0.125877011,0.226797829,0.002362164
Rhododendron_tapetiforme,1.386294361,,,,,
Rhododendron_tashiroi,2.442347035,0.693147181,,,,
Rhododendron_taxifolium,2.302585093,0.693147181,,,,
Rhododendron_telmateium,1.098612289,,,,,
Rhododendron_temenium,3.17805383,,,,,
Rhododendron_tephropeplum,2.740840024,,0.024228039,-0.17751914,,
Rhododendron_thomsonii,3.555348061,,,,,
Rhododendron_tingwuense,2.079441542,,,,,
Rhododendron_tomentosum,-6.907755279,,,,,
Rhododendron_tosaense,2.48490665,,,,,
Rhododendron_traillianum,3.068052935,,,,,
Rhododendron_trichanthum,,,0.00890052,-0.157084439,,
Rhododendron_trichocladum,2.197224577,,0.051532304,-0.169774865,,
Rhododendron_trichostomum,1.832581464,,-0.11533772,0.040523038,,
Rhododendron_truncatovarium,2.525728644,0.916290732,-0.061212576,-0.03276767,0.021778097,0.057787075
Rhododendron_tsariense,3.113515309,,,,,
Rhododendron_tschonoskii,1.609437912,,,,,
Rhododendron_tsusiophyllum,1.791759469,,,,,
Rhododendron_tubulosum,2.079441542,,,,,
Rhododendron_tutcherae,2.397895273,,,,,
